Brand,Model,Year_of_Manufacture,Condition,Transmission,Fuel_Type,Engine_Capacity,Mileage,Price_LKR
Toyota,Raize,2025,Brand New,Automatic,Hybrid,1200,200,14450000
Land Rover,Range Rover,2019,Used,Tiptronic,Petrol,2000,35000,65000000
Suzuki,Wagon R,2025,Reconditioned,Automatic,Petrol,660,3000,7690000
Land Rover,Range Rover,2019,Used,Tiptronic,Petrol,4000,17000,59500000
Honda,Vezel,2025,Brand New,Automatic,Hybrid,1498,0,19200000
Suzuki,Every,2024,Reconditioned,Automatic,Petrol,660,20000,7750000
BMW,X6 M,2017,Used,Tiptronic,Diesel,4000,57000,47500000
Suzuki,Wagon R FX,2024,Brand New,Automatic,Hybrid,650,1500,7975000
Audi,Q7,2017,Used,Tiptronic,Petrol,3000,69000,26500000
Suzuki,Fronx,2026,Brand New,Automatic,Petrol,1000,0,11450000
Suzuki,Fronx,2026,Brand New,Automatic,Petrol,1000,0,11450000
Suzuki,Fronx,2026,Brand New,Automatic,Petrol,1000,0,11450000
Suzuki,Wagon R,2025,Reconditioned,Automatic,Petrol,660,6000,7690000
Suzuki,Fronx,2026,Brand New,Automatic,Petrol,1000,0,11450000
Suzuki,Fronx,2026,Brand New,Automatic,Petrol,1000,0,11450000
Daihatsu,Terios,2011,Used,Automatic,Petrol,1500,132000,7500000
Honda,Civic,2008,Used,Automatic,Hybrid,1300,154000,7495000
Daihatsu,Thor,2023,Reconditioned,Automatic,Petrol,1000,500,11500000
Suzuki,Wagon R,2025,Reconditioned,Automatic,Petrol,660,1000,7690000
Nissan,X-Trail,2015,Used,Automatic,Hybrid,2000,150000,10900000
Suzuki,Spacia,2017,Used,Automatic,Petrol,660,47960,7500000
Mitsubishi,Lancer,1982,Used,Manual,Petrol,1400,166000,890000
Toyota,Allion,2016,Used,Automatic,Petrol,1500,132000,13750000
Nissan,Sunny,2002,Used,Automatic,Petrol,1300,240000,3875000
Toyota,Raize,2023,Brand New,Automatic,Petrol,1200,8000,13600000
Toyota,Yaris Ativ,2017,Used,Automatic,Petrol,1329,96000,8650000
Lexus,LBX,2024,Import,Automatic,Petrol,1500,500,25000000
Lexus,NX,2014,Used,Automatic,Petrol,2000,143000,16900000
Suzuki,Alto,2025,Reconditioned,Automatic,Hybrid,660,1000,7290000
Ford,Super Duty,2026,Import,Automatic,Diesel,3000,0,36990000
Honda,Vezel,2022,Reconditioned,Automatic,Hybrid,1500,10000,19000000
Honda,Vezel,2014,Used,Automatic,Hybrid,1490,153500,8975000
Land Rover,Range Rover Evoque,2023,Reconditioned,Automatic,Hybrid,1500,5000,48000000
Suzuki,Baleno,2017,Used,Automatic,Petrol,1000,152748,7200000
Kia,Syros,2026,Brand New,Automatic,Petrol,1000,10,13990000
Honda,Vezel,2026,Brand New,Automatic,Hybrid,1500,0,21100000
Toyota,Corona,1991,Used,Manual,Petrol,1500,160000,1850000
Toyota,Land Cruiser Sahara,2024,Brand New,Automatic,Petrol,3500,3450,94500000
Honda,Vezel,2026,Brand New,Automatic,Hybrid,1500,27,20300000
Toyota,Hilux,2011,Used,Manual,Diesel,2500,275000,10800000
Honda,Vezel,2026,Import,Automatic,Hybrid,1500,10,20500000
Kia,Sonet GTX+,2026,Brand New,Automatic,Petrol,1000,0,12690000
Mercedes Benz,B250e,2015,Used,Automatic,Electric,132,108000,9500000
Perodua,Kelisa,2006,Used,Automatic,Petrol,1000,145000,3375000
Land Rover,Discovery,2018,Used,Automatic,Diesel,2000,56000,27900000
Toyota,Crown,2007,Used,Automatic,Petrol,3000,120000,9900000
Ford,Ranger,2025,Brand New,Automatic,Diesel,3000,100,36000000
Renault,KWID,2016,Used,Manual,Petrol,800,120000,3575000
Toyota,Yaris,2022,Reconditioned,Automatic,Petrol,1000,10000,10500000
Toyota,Yaris,2023,Reconditioned,Automatic,Petrol,1000,10000,11500000
Honda,Vezel,2026,Brand New,Automatic,Hybrid,1500,0,19300000
Toyota,Roomy,2023,Reconditioned,Automatic,Petrol,1000,31000,9585000
Honda,Vezel,2026,Import,Automatic,Hybrid,1500,20,19178000
Toyota,Land Cruiser,2013,Used,Automatic,Diesel,4664,216237,60000000
Toyota,Land Cruiser Prado,2025,Used,Automatic,Petrol,2700,9700,59500000
Toyota,Land Cruiser Prado,2024,Brand New,Automatic,Petrol,2700,15000,58500000
Toyota,Pixis,2025,Reconditioned,Automatic,Petrol,660,7000,7250000
Land Rover,Discovery 4 TDV6 GS,2010,Used well-maintained,Automatic,Diesel,2700,157000,19000000
Toyota,Aqua,2014,Used,Automatic,Hybrid,1496,80000,8800000
Toyota,Corolla,1998,Used,Automatic,Diesel,2000,225000,3100000
Honda,Vezel,2025,Brand New,Automatic,Hybrid,1500,50,17550000
Honda,Vezel,2025,Brand New,Automatic,Hybrid,1500,50,17550000
Toyota,Raize,2025,Used,Automatic,Petrol,1000,1900,11950000
Ford,Focus,2019,Reconditioned,Automatic,Petrol,1000,48000,13500000
Suzuki,Every,2026,Brand New,Automatic,Petrol,660,0,9100000
Daewoo,Lanos,2001,Used,Manual,Petrol,1500,115000,2300000
Toyota,Passo,2017,Used,Automatic,Petrol,1000,65000,6875000
Suzuki,Hustler,2024,Import,Automatic,Hybrid,650,3695,8150000
Honda,Insight,2011,Used,Automatic,Hybrid,1300,150000,7490000
Toyota,Prius,2013,Used,Automatic,Hybrid,1798,162000,5200000
Suzuki,Alto,2007,Used,Manual,Petrol,796,143000,2875000
Suzuki,Swift,2008,Used,Automatic,Petrol,1300,56000,5990000
Suzuki,Baleno,2017,Used,Automatic,Petrol,1000,92000,7450000
Honda,CRV,2018,Used,Automatic,Petrol,1500,110000,15950000
Nissan,March,2008,Used,Automatic,Petrol,1240,150000,4850000
Suzuki,Wagon R,2026,Import,Automatic,Hybrid,660,0,9000000
Toyota,Raize,2026,Import,Automatic,Petrol,998,0,13000000
Toyota,Raize,2026,Import,Automatic,Hybrid,1200,0,14000000
BYD,Sealion 6,2024,Used,Automatic,Petrol,1500,10000,20250000
Toyota,Allion,2016,Used,Automatic,Petrol,1500,132000,13750000
BMW,318i,2016,Used,Tiptronic,Petrol,1500,35000,19800000
Mitsubishi,eK Wagon,2024,Import,Automatic,Petrol,650,30000,7290000
Honda,Vezel,2026,Import,Automatic,Hybrid,1500,0,19000000
BMW,530e,2017,Used,Automatic,Hybrid,2000,125000,28500000
Mitsubishi,EK Custom,2023,Import,Automatic,Hybrid,650,46000,7950000
Honda,Vezel,2026,Import,Automatic,Hybrid,1498,0,20000000
Kia,Clarus,1999,Used,Manual,Petrol,2000,150000,1550000
Honda,Vezel,2026,Brand New,Automatic,Petrol,1500,0,19990000
Nissan,Sunny,1982,Used,Manual,Petrol,1400,14518,745000
Land Rover,Defender,2026,Brand New,Automatic,Petrol,2000,0,82500000
Toyota,Taisor,2026,Brand New,Automatic,Petrol,1000,0,11990000
Honda,Vezel,2026,Brand New,Automatic,Petrol,1500,0,21400000
Suzuki,Wagon R,2026,Brand New,Automatic,Petrol,660,0,9675000
Honda,Vezel,2025,Brand New,Tiptronic,Hybrid,1500,0,19400000
Honda,Vezel,2026,Brand New,Automatic,Petrol,1500,0,19950000
Toyota,Raize,2026,Brand New,Automatic,Petrol,1200,0,14750000
Honda,Vezel,2025,Brand New,Automatic,Petrol,1500,0,19475000
Suzuki,Every,2025,Reconditioned,Automatic,Petrol,660,11000,7800000
Toyota,Axio,2007,Used,Automatic,Petrol,1490,188000,7585000
BMW,220i,2025,Reconditioned,Tiptronic,Petrol,1500,11220,32000000
Hyundai,Santa Fe,2025,Brand New,Tiptronic,Hybrid,2000,0,39000000
Mercedes Benz,CLA 250,2025,Reconditioned,Tiptronic,Hybrid,1330,3000,44000000
Mercedes Benz,GLB,2025,Brand New,Tiptronic,Petrol,1350,0,45000000
Honda,CRV,2024,Brand New,Tiptronic,Petrol,1500,0,30000000
Mercedes Benz,GLB,2026,Brand New,Tiptronic,Petrol,1350,0,45000000
Bajaj,Qute,2016,Used,Manual,Petrol,235,12000,1620000
Toyota,Taisor,2026,Brand New,Automatic,Hybrid,1000,0,11900000
Toyota,Raize,2026,Brand New,Automatic,Hybrid,1200,0,14575000
Audi,Q5,2011,Used,Automatic,Petrol,2000,190000,11500000
Mitsubishi,Lancer,1980,Used,Automatic,Petrol,1400,15000,940000
Suzuki,Every,1998,Used,Manual,Petrol,650,203700,2685000
Mitsubishi,Lancer,1984,Used,Manual,Petrol,1300,420000,875000
Kia,Spectra,2003,Used,Manual,Petrol,1598,186212,1773000
Suzuki,Maruti,2010,Used,Manual,Petrol,796,125000,2575000
Toyota,Rush,2010,Used,Automatic,Petrol,1500,148000,7250000
Honda,Civic,2019,Used,Automatic,Petrol,1000,73000,12600000
Toyota,Vitz,2018,Used,Automatic,Petrol,1000,82000,8500000
Audi,A4,2011,Used,Automatic,Petrol,1800,199000,11000000
BMW,316i,2015,Used,Automatic,Petrol,1600,157800,15750000
Toyota,Urban Cruiser,2026,Brand New,Automatic,Petrol,1000,0,11900000
Toyota,Taisor,2026,Brand New,Automatic,Petrol,1000,0,11900000
Kia,Sorento,2012,Used,Automatic,Diesel,2200,315000,11250000
Toyota,Yaris Cross,2026,Import,Automatic,Hybrid,1500,0,18500000
Honda,Vezel,2025,Brand New,Automatic,Hybrid,1500,15000,19900000
Nissan,AD Wagon,2000,Used,Automatic,Petrol,1300,160000,3450000
Suzuki,Wagon R FX,2017,Used,Automatic,Petrol,660,136000,6600000
Honda,Vezel,2025,Brand New,Automatic,Hybrid,1500,0,19350000
Toyota,Alphard,2024,Excellent / Just Arrived in Sri Lanka ð±ð°,Automatic,Hybrid,2500,14500,53600000
Toyota,6AA-MXPJ10,2024,Used,Automatic,Hybrid,1500,16800,16800000
Land Rover,Defender,2026,Brand New,Automatic,Petrol,2000,0,79000000
BMW,740Le,2017,Used,Automatic,Petrol,2000,80000,39500000
Mitsubishi,Outlander,2015,Used,Automatic,Hybrid,1990,154000,13000000
DFSK,Glory,2022,Used,Automatic,Petrol,1500,23500,8200000
Audi,A4,1999,Used,Automatic,Petrol,1799,147700,5850000
Kia,Sorento,2012,Used,Automatic,Diesel,2199,197000,9500000
Honda,Vezel,2025,Reconditioned,Automatic,Petrol,1490,13800,19150000
Honda,Vezel,2026,Import,Automatic,Hybrid,1500,60,19150000
BMW,X1,2018,Reconditioned,Automatic,Petrol,1500,74000,18400000
Maruti Suzuki,800,2000,Used,Manual,Petrol,796,95000,2250000
Toyota,Raize,2025,Brand New,Automatic,Hybrid,1200,280,14500000
Toyota,Axio,2015,Used,Automatic,Hybrid,1496,99000,10700000
Toyota,Urban Cruiser,2026,Brand New,Automatic,Petrol,1000,0,12000000
Toyota,Land Cruiser Sahara,2016,Used,Automatic,Diesel,4500,140000,65000000
Toyota,Vitz,2000,Used,Manual,Petrol,1000,200000,4590000
Toyota,Corolla,2010,Used,Manual,Petrol,1600,190000,6590000
Toyota,CHR,2017,Used,Automatic,Petrol,1200,82000,12800000
Toyota,Yaris Cross,2021,Used,Automatic,Petrol,1500,25000,16500000
Toyota,Wigo,2017,Used,Automatic,Petrol,998,78900,6490000
Toyota,Vitz,2017,Used,Automatic,Petrol,1000,170000,8200000
Toyota,Vitz,2015,Used,Automatic,Petrol,1000,88000,7890000
Toyota,Vitz,2017,Used,Automatic,Petrol,1000,96000,7790000
Suzuki,Wagon R Stingray,2018,Used,Automatic,Petrol,660,58566,7350000
Nissan,6AA-T33,2024,Reconditioned,Automatic,Hybrid,1490,40000,25995000
Volkswagen,Polo,2023,Used,Automatic,Petrol,1000,10000,11500000
Jeep,Gladiator Rubicon,2022,Reconditioned,Automatic,Petrol,3600,2000,38500000
Toyota,Raize,2025,Brand New,Automatic,Hybrid,1200,0,14350000
Toyota,Vitz,2020,Used,Automatic,Petrol,1000,40164,9650000
Toyota,Raize,2023,Brand New,Automatic,Petrol,1000,25000,11300000
Daihatsu,Canbus,2024,Reconditioned,Automatic,Petrol,650,8000,7850000
Honda,Vezel,2026,Brand New,Automatic,Hybrid,1500,0,19500000
Honda,Vezel,2026,Brand New,Automatic,Hybrid,1500,0,19500000
Daihatsu,Tanto,2024,Reconditioned,Automatic,Petrol,650,5000,7750000
Nissan,Roox,2025,Brand New,Automatic,Hybrid,660,3,8400000
Suzuki,Wagon R,2024,Brand New,Automatic,Hybrid,660,1800,8500000
Audi,Q5,2011,Used,Automatic,Petrol,2000,190000,11500000
Daihatsu,Move,2025,Brand New,Automatic,Petrol,650,100,9150000
Perodua,Viva Elite,2012,Used,Automatic,Petrol,1000,114980,4950000
Honda,Vezel,2024,Used,Automatic,Hybrid,1490,30000,17900000
Daihatsu,Mira,2025,Brand New,Automatic,Petrol,660,1900,6995000
Toyota,Axio,2025,Brand New,Automatic,Hybrid,1500,0,17950000
Nissan,Dayz,2025,Reconditioned,Automatic,Hybrid,650,8000,8300000
Toyota,Land Cruiser Prado,2025,Brand New,Automatic,Diesel,2800,27,84500000
Isuzu,Other Model,2020,Reconditioned,Automatic,Diesel,3000,340600,10375000
Toyota,Raize,2026,Brand New,Automatic,Hybrid,1190,0,15590000
Toyota,Vitz,2011,Used,Automatic,Petrol,998,150000,6650000
Suzuki,Other Model,2023,Brand New,Automatic,Petrol,660,5000,5290000
Suzuki,Every,2004,Used,Automatic,Petrol,660,143000,2850000
Toyota,Land Cruiser Prado,2025,Brand New,Automatic,Petrol,2700,200,62000000
Honda,CRV,2025,Brand New,Automatic,Petrol,1500,0,30975000
Suzuki,Wagon R ZX,2026,Brand New,Automatic,Hybrid,660,700,9295000
Toyota,RAV4,2008,Used,Automatic,Petrol,2360,133600,8500000
Honda,Vezel,2014,Used,Automatic,Hybrid,1500,107500,9275000
Nissan,6AA-T33,2024,Brand New,Automatic,Hybrid,1490,0,27995000
Honda,Vezel,2015,Used,Automatic,Petrol,1500,135000,9975000
Nissan,6AA-T33,2025,Brand New,Automatic,Hybrid,1490,0,27895000
Micro,Panda,2015,Used,Manual,Petrol,1000,73000,1300000
Daihatsu,Mira,2025,Brand New,Automatic,Petrol,660,4000,7290000
Toyota,Raize,2019,Used,Automatic,Petrol,998,67800,10750000
BMW,520d,2013,Used,Automatic,Diesel,2000,41000,22000000
Honda,Vezel,2024,Reconditioned,Automatic,Hybrid,1490,28000,17495000
Mitsubishi,eK Wagon,2024,Reconditioned,Automatic,Petrol,660,3900,7450000
Suzuki,Alto,2014,Used,Manual,Petrol,800,75364,4100000
Audi,A3,2023,Used,Tiptronic,Petrol,1000,33000,21000000
Toyota,Yaris,2017,Used,Automatic,Petrol,1329,85000,9875000
Toyota,Yaris,2026,Import,Automatic,Petrol,1000,2,11400000
Honda,CRV,2018,Used,Automatic,Petrol,1490,120000,14595000
Suzuki,Wagon R Stingray,2023,Brand New,Automatic,Hybrid,650,11000,8850000
Toyota,Aqua,2014,Used,Automatic,Hybrid,1496,134000,8000000
Nissan,Magnite,2026,Brand New,Automatic,Petrol,1000,150,8300000
BMW,225XE,2017,Used,Automatic,Petrol,1500,82431,15500000
Nissan,Pulsar,1988,Used,Manual,Petrol,1500,177000,1550000
Toyota,Raize,2025,Reconditioned,Tiptronic,Petrol,1200,11000,13195000
Honda,Vezel,2014,Used,Automatic,Hybrid,1500,112700,9850000
Mitsubishi,Lancer,1982,Used,Manual,Petrol,1400,100000,1280000
Suzuki,Wagon R,2024,Brand New,Automatic,Petrol,650,8000,7950000
Honda,Vezel,2023,Reconditioned,Automatic,Hybrid,1500,20753,16950000
Honda,Vezel,2026,Brand New,Automatic,Hybrid,1500,0,19490000
Daihatsu,Mira,2026,Brand New,Automatic,Petrol,660,0,7150000
Daihatsu,Mira,2024,Brand New,Automatic,Petrol,660,0,7250000
Suzuki,Alto,2024,Reconditioned,Automatic,Petrol,660,4000,6790000
Lexus,Other Model,2026,Brand New,Automatic,Hybrid,3500,0,135000000
Toyota,Land Cruiser Prado,2008,Reconditioned,Automatic,Petrol,2700,222000,15950000
Toyota,Hilux,2024,Reconditioned,Tiptronic,Diesel,2400,5000,13250000
Toyota,Land Cruiser Prado,2026,Brand New,Automatic,Petrol,2700,0,64000000
Toyota,Corolla,2008,Used,Automatic,Petrol,1600,154000,6950000
Kia,Seltos,2020,Used,Automatic,Petrol,1400,16000,13650000
Toyota,Land Cruiser Prado,2024,Reconditioned,Tiptronic,Petrol,2700,14000,56200000
Toyota,Land Cruiser Prado,2023,Used,Tiptronic,Petrol,2700,4000,54200000
Nissan,Roox,2025,Brand New,Automatic,Hybrid,660,3,8400000
Honda,Vezel,2025,Reconditioned,Automatic,Petrol,1490,13800,19150000
Toyota,Hilux,2026,Import,Automatic,Diesel,2800,20,28450000
Nissan,Almera,2025,Used,Automatic,Petrol,1000,0,11950000
Toyota,Allion,2017,Used,Automatic,Petrol,1500,67450,14000000
Isuzu,Other Model,2019,Reconditioned,Automatic,Diesel,3000,354000,9475000
Isuzu,Other Model,2018,Reconditioned,Manual,Diesel,3000,459000,11685000
Tata,Nano,2015,Used,Manual,Petrol,624,200000,1830000
Honda,Vezel,2026,Brand New,Automatic,Hybrid,1500,445,19465000
Mitsubishi,Lancer,1985,Used,Manual,Petrol,1500,98750,700000
Honda,Grace,2015,Used,Automatic,Hybrid,1490,67000,10390000
Daihatsu,Mira,2024,Reconditioned,Automatic,Petrol,660,5800,6975000
Suzuki,Hustler,2016,Used,Automatic,Hybrid,650,43500,6850000
Toyota,Alphard,2024,Reconditioned,Automatic,Petrol,1800,14000,55500000
Toyota,Yaris Cross,2024,Reconditioned,Automatic,Hybrid,1500,20000,17200000
Toyota,Allion,2012,Used,Automatic,Petrol,1496,168000,9850000
Suzuki,Wagon R Stingray,2017,Used,Automatic,Hybrid,660,125000,7600000
Toyota,Roomy,2024,Reconditioned,Automatic,Petrol,1000,12000,11500000
Nissan,Navara,2007,Used,Manual,Diesel,2500,180000,7000000
Lexus,LX600,2026,Brand New,Tiptronic,Petrol,3500,0,135000000
Honda,Vezel,2024,Import,Automatic,Hybrid,1500,20000,16400000
Daihatsu,Mira,2025,Brand New,Automatic,Petrol,660,200,7150000
Toyota,Raize,2020,used - CBK - 43----,Automatic,Petrol,1000,83000,11000000
Toyota,Aqua,2015,Used,Automatic,Hybrid,1500,126000,8850000
Honda,Vezel,2024,Import,Automatic,Hybrid,1500,20000,17800000
Toyota,Raize,2026,Brand New,Automatic,Hybrid,1200,0,14450000
Daihatsu,Mira,2025,Reconditioned,Automatic,Petrol,660,6000,6875000
Daihatsu,Mira,2024,Brand New,Automatic,Petrol,660,800,7185000
Toyota,Land Cruiser,2025,Brand New,Automatic,Petrol,3500,3000,93500000
Toyota,Passo,2023,Reconditioned,Automatic,Petrol,1000,1400,8575000
Toyota,Raize,2023,Reconditioned,Automatic,Hybrid,1200,6000,13350000
Toyota,Raize,2024,Reconditioned,Automatic,Hybrid,1200,5000,13350000
Nissan,Juke,2020,Used,Automatic,Petrol,1000,73000,10500000
Audi,A3,2023,Used,Tiptronic,Petrol,1000,33000,21000000
Honda,Vezel,2023,Import,Automatic,Hybrid,1500,30000,17400000
Toyota,Raize,2026,Brand New,Automatic,Hybrid,1200,400,14800000
Honda,Vezel,2014,Used,Automatic,Hybrid,1500,119000,9475000
Honda,Vezel,2023,Import,Automatic,Hybrid,1500,30000,17200000
Suzuki,Celerio,2016,Used,Manual,Petrol,1000,120000,5325000
Honda,Vezel,2017,Used,Automatic,Hybrid,1500,89000,11875000
Tata,Indica,2005,Used,Manual,Petrol,1600,139000,1950000
Suzuki,Wagon R ZX,2026,Brand New,Automatic,Hybrid,660,20,9650000
Toyota,Vellfire,2012,Used,Automatic,Hybrid,2400,137889,26000000
Daihatsu,Mira,2023,Used,Automatic,Petrol,660,22800,6700000
Mitsubishi,Montero,2004,Used,Automatic,Petrol,3500,176000,11000000
Toyota,CHR,2020,Used,Automatic,Petrol,1200,84000,15500000
Toyota,Prius,2010,Used,Automatic,Hybrid,1790,140000,9850000
Mitsubishi,Montero,2008,Used,Manual,Diesel,2500,240000,9500000
Suzuki,Celerio,2015,Used,Automatic,Petrol,1000,125000,5540000
Toyota,Raize,2026,Brand New,Automatic,Petrol,1200,0,15000000
Suzuki,Wagon R Custom ZX,2026,Brand New,Automatic,Hybrid,650,0,9550000
Toyota,Taisor,2026,Brand New,Automatic,Petrol,1000,0,11850000
Toyota,Taisor,2026,Brand New,Automatic,Petrol,1000,20,11650000
Suzuki,Wagon R,2026,Brand New,Automatic,Petrol,660,6,8550000
Nissan,Dayz,2025,Brand New,Automatic,Hybrid,660,4000,8550000
Toyota,Roomy,2023,Reconditioned,Automatic,Petrol,1000,31000,9585000
Honda,Vezel,2025,Brand New,Automatic,Hybrid,1500,100,20350000
Honda,Vezel,2026,Brand New,Automatic,Hybrid,1500,50,18675000
Daihatsu,Taft,2024,Brand New,Automatic,Petrol,660,8000,8690000
Nissan,Roox,2024,Brand New,Automatic,Hybrid,660,4000,8350000
Toyota,Roomy,2024,Brand New,Automatic,Petrol,1000,850,10100000
Honda,Vezel Z Premium,2026,Brand New,Automatic,Hybrid,1500,0,19850000
Daihatsu,Thor,2024,Brand New,Automatic,Petrol,1000,6000,9890000
Daihatsu,Thor,2024,Brand New,Automatic,Petrol,1000,5000,9500000
Toyota,Roomy,2024,Brand New,Automatic,Petrol,1000,5000,9500000
Honda,Civic,2018,Used,Automatic,Petrol,1000,69000,11000000
Kia,Sorento,2004,Used,Automatic,Petrol,3491,202390,5000000
Mahindra,Scorpio,2011,Used,Manual,Diesel,2200,137277,6500000
Mahindra,KUV 100,2021,Used,Manual,Petrol,1200,62000,5190000
DFSK,Glory,2021,Used,Automatic,Petrol,1498,122526,7800000
Toyota,Raize,2025,Import,Automatic,Hybrid,1200,10000,13400000
Toyota,Raize,2026,Brand New,Automatic,Hybrid,1196,0,14550000
Daihatsu,Rocky,2025,Reconditioned,Automatic,Hybrid,1200,11850,13650000
Toyota,Raize,2025,Import,Automatic,Petrol,1000,10000,12500000
Land Rover,Range Rover,2026,Brand New,8-speed Automatic with All Wheel Drive,Petrol,3000,0,160000000
Toyota,Corolla,1989,Used,Manual,Petrol,1500,300000,1500000
Toyota,Corolla,1986,Used,Manual,Petrol,1300,200000,2300000
Honda,Grace,2017,Used,Automatic,Hybrid,1490,72000,11800000
Suzuki,XBee,2023,Reconditioned,Automatic,Hybrid,996,49000,9975000
Suzuki,Wagon R,2014,Used,Automatic,Petrol,660,118250,5775000
Suzuki,Hustler,2025,Brand New,Automatic,Hybrid,650,0,9000000
Lexus,LBX,2024,Used,Automatic,Hybrid,1500,17146,24000000
Daihatsu,Mira,2025,Import,Automatic,Petrol,658,5000,7200000
Suzuki,Wagon R,2025,Reconditioned,Automatic,Petrol,660,8400,7750000
Mitsubishi,eK Wagon,2024,Reconditioned,Automatic,Petrol,660,3900,7450000
Honda,Vezel,2026,Import,Automatic,Hybrid,1500,20,19178000
Toyota,Taisor,2026,Brand New,Automatic,Petrol,1000,0,11875000
Toyota,Noah,2004,Used,Automatic,Petrol,1780,167480,8500000
Audi,Q5,2015,Used,Automatic,Petrol,2000,178000,16500000
Daihatsu,Mira,2026,Import,Automatic,Petrol,660,10,7800000
Nissan,Sunny,2008,Used,Automatic,Petrol,1300,142638,5150000
BMW,i4,2023,Used,Automatic,Electric,13,25000,42000000
Toyota,Harrier,2018,Reconditioned,Automatic,Petrol,2000,159000,20500000
Toyota,Roomy,2025,Brand New,Automatic,Petrol,1000,0,12450000
Toyota,Raize,2025,Reconditioned,Automatic,Petrol,1000,9500,11875000
Honda,Fit,2010,Used,Automatic,Hybrid,1300,167800,6175000
Toyota,Raize,2022,Used,Automatic,Petrol,1000,55460,11000000
Toyota,Raize,2025,Reconditioned,Automatic,Petrol,1200,5000,13900000
Daihatsu,Mira,2025,Import,Automatic,Petrol,658,10000,6900000
Honda,Vezel,2026,Brand New,Automatic,Hybrid,1500,100,20000000
Honda,CRV,2014,Used,Automatic,Petrol,2000,120000,11290000
Bajaj,Qute,2018,Used,Manual,Petrol,216,25000,1290000
Honda,Vezel,2025,Reconditioned,Automatic,Hybrid,1500,4800,20500000
Nissan,Other Model,1999,Used,Automatic,Diesel,3100,158000,7190000
Hyundai,Santro,2002,Used,Manual,Petrol,1000,201600,1700000
Land Rover,Defender,2026,Brand New,Automatic,Petrol,2000,0,98500000
Toyota,UrbanCruiser Hyryder,2026,Brand New,Automatic,Petrol,1500,0,18250000
Nissan,Dayz,2024,Brand New,Automatic,Petrol,660,16000,8675000
Honda,Vezel,2025,Reconditioned,Automatic,Petrol,1500,2140,19250000
Land Rover,Defender,2023,Reconditioned,Automatic,Petrol,2000,9900,68500000
Daihatsu,Thor,2024,Brand New,Automatic,Petrol,1000,13000,9890000
Toyota,Raize,2026,Brand New,Automatic,Petrol,1200,0,14800000
Toyota,Taisor,2026,Brand New,Automatic,Hybrid,1000,0,11900000
Land Rover,Defender,2008,Used,Manual,Diesel,2200,98000,27500000
Daihatsu,Thor,2024,Brand New,Automatic,Petrol,1000,13000,9890000
Suzuki,Spacia,2015,Used,Automatic,Petrol,650,143000,5990000
Toyota,Roomy,2024,Brand New,Automatic,Petrol,1000,13000,9890000
Nissan,Double cab,2007,Used,Manual,Diesel,3000,238000,8000000
Kia,Carens,2026,Brand New,Automatic,Petrol,1500,0,19890000
Suzuki,Jimny,2026,Reconditioned,Automatic,Petrol,660,5200,12350000
Kia,Sonet,2026,Brand New,Automatic,Petrol,1000,0,12590000
Hyundai,Alcazar,2026,Brand New,Automatic,Petrol,1500,0,20890000
Toyota,Roomy,2024,Brand New,Automatic,Petrol,1000,6000,9890000
Honda,Vezel,2026,Brand New,Automatic,Hybrid,1500,0,19800000
Bentley,Flying Spur,2018,Used,Automatic,Petrol,4000,10000,135000000
Toyota,Voxy,2014,Used,Automatic,Petrol,1800,180000,16800000
Toyota,Yaris,2024,Brand New,Automatic,Petrol,1000,4000,10290000
Toyota,Land Cruiser Prado,2015,Used,Automatic,Diesel,2982,144500,37500000
Toyota,Raize,2026,Brand New,Automatic,Petrol,1200,0,15250000
Land Rover,Discovery,2016,Used,Automatic,Diesel,3000,130000,27990000
Suzuki,Alto,2025,Reconditioned,Automatic,Petrol,660,7900,7200000
Toyota,Raize,2026,Brand New,Automatic,Petrol,1200,0,14750000
Honda,Vezel,2026,Brand New,Automatic,Petrol,1500,0,21350000
Toyota,RAV4,2013,Used,Automatic,Petrol,2360,146000,9995000
Suzuki,Alto,2003,Used,Automatic,Petrol,800,146000,2975000
Suzuki,Wagon R ZX,2026,Brand New,Automatic,Hybrid,650,2026,9650000
Toyota,Yaris,2023,Reconditioned,Automatic,Petrol,990,5900,9800000
Suzuki,Alto,2025,Brand New,Automatic,Hybrid,650,0,7575000
Kia,Sonet,2026,Brand New,Automatic,Petrol,1000,20,12990000
Kia,Sorento,2012,Used,Automatic,Diesel,2199,197000,9500000
Honda,Vezel,2026,Brand New,Automatic,Hybrid,1500,0,21250000
Audi,Q2,2017,Used,Automatic,Petrol,1000,130000,12500000
Toyota,Roomy,2025,Brand New,Automatic,Petrol,996,3,12000000
Kia,Sonet,2026,Brand New,Automatic,Petrol,1000,0,12600000
Honda,Vezel,2026,Brand New,Automatic,Hybrid,1500,0,20990000
Toyota,Taisor,2026,Brand New,Automatic,Petrol,1000,0,11875000
Audi,Q7,2017,Used,Automatic,Petrol,2000,117000,25000000
Toyota,Raize,2026,Brand New,Automatic,Hybrid,1200,10,15250000
Toyota,Vitz,2015,Used,Automatic,Petrol,1000,89600,7350000
Nissan,Magnite,2026,Used,Automatic,Petrol,1000,4000,9150000
Toyota,Raize,2025,Brand New,Automatic,Petrol,1200,0,14500000
Toyota,Taisor,2026,Brand New,Automatic,Petrol,1000,30,11890000
Honda,Vezel,2025,Brand New,Automatic,Hybrid,1500,0,19750000
